Reactor,Feed1,Feed2,Time,ProdParafPer,ProdEBPer,Admixture,BenzeneConv,Selectivity,t1,t2,t3,t4,t5,t6,PresDrop
2,7.2,160,2520,0.05,13.15,1.62,14.08,93.39,9.8,23.1,12.6,16.2,13.1,10.4,5.59
2,7.2,160,2544,0.06,13.19,1.71,14.23,92.69,10,22.1,11.9,15.5,12.7,10.2,5.56
2,7.2,160,2568,0.08,11.89,1.44,12.66,93.92,9.7,22,11.8,15.2,12.8,9.6,5.57
2,7.1,160,2592,0.09,13.7,1.78,14.87,92.13,9.9,21.9,11.5,15.1,12.5,9.7,5.56
2,7.1,160,2616,0.09,13.41,1.73,14.58,91.98,9.7,21.8,11.3,15.2,12.4,9.4,5.58
2,7.1,160,2640,0.09,13.68,1.74,14.69,93.12,9.4,21.6,11.4,15.7,12.3,11.1,5.6
2,7.1,160,2664,0.08,12.81,1.59,13.83,92.62,10.3,21.6,11.3,14.3,11.6,10.6,5.64
2,7.1,160,2688,0.06,14.29,1.85,15.47,92.37,9.9,21.6,10.9,14.9,12,10.8,5.67
2,7.1,160,2712,0.08,12.37,1.44,13.14,94.14,8.9,22.1,11.6,15.6,12.8,10.1,5.68
1,3.6,150,2736,0.09,7.37,0.73,7.42,99.33,6.7,13.1,5.1,9.6,8.5,14.3,4.38
2,7,165,2760,0.07,7.54,0.43,7.39,102.03,15.3,17.8,6.5,16.8,16.6,8.8,1.87
2,7,165,2784,0.06,8.14,0.51,8.09,100.62,15,16,13.9,16.9,16.3,9,1.82
2,7,165,2808,0.07,7.57,0.49,7.44,101.75,16.4,17.1,14.3,16,16.6,8.8,1.74
2,7.2,165,2832,0.06,11.85,1.1,12.47,95.03,15.5,17.3,15.6,18,17.2,8.6,1.79
2,7.2,165,2856,0.08,9.6,0.77,10.15,94.58,15.6,16.9,15.1,17.8,17,8.9,1.78
2,7.2,165,2880,0.1,6.98,0.42,6.82,102.35,15.2,17.2,15.2,17.7,16.9,9.1,1.79
2,7.2,165,2904,0.09,8.15,0.51,7.98,102.13,16.1,17.8,15.7,15,17.3,9.5,1.9
2,7,165,2928,0.1,7.05,0.47,7.11,99.16,14.8,16.9,14.6,14.3,16.8,9.9,1.88
2,7,165,2952,0.05,13.13,1.36,13.93,94.26,15.8,17.2,15.2,14.6,16.7,9.9,1.88
2,7,165,2976,0.06,14.02,1.44,14.81,94.67,16.2,17.4,15.3,15,16.6,9.7,1.8
2,7,165,3000,0.05,13.98,1.4,14.69,95.17,16,17.4,15.4,16.2,16.7,10,1.81
2,7,165,3024,0.04,15,1.58,16.03,93.57,16.2,18,16,16.4,16.5,10,1.83
2,7,165,3048,0.04,13.8,1.36,14.61,94.46,16,17,14.6,16.6,16.5,9.7,1.8
2,7,165,3072,0.05,14.09,1.53,15.04,93.68,14.6,16.8,14.3,17.1,16.4,9.8,1.82
2,7,165,3096,0.04,14.53,1.58,15.44,94.11,15.2,17.6,15,17,16.8,9.7,1.77
2,7,165,3120,0.05,14.51,1.56,15.53,93.43,15.6,18.1,15.4,17.4,17.3,10,1.79
2,4.5,160,3144,0.05,9.72,0.83,9.7,100.21,8.7,12.6,9.8,11.3,12.5,7.8,1.67
2,4,160,3168,0.05,8.75,0.68,8.81,99.32,8.9,10.6,8,8.4,11.3,7.7,1.67
2,3.5,160,3192,0.05,8.56,0.61,8.38,102.15,7.2,8.4,6.5,7.4,7.5,9.8,1.79
2,3.5,160,3216,0.04,7.98,0.58,7.96,100.25,6.9,8,6,8.2,10.1,7.6,1.69
2,3.5,160,3240,0.04,7.2,0.47,7.04,102.27,7.1,8.5,6.8,7,9.2,7.7,1.6
2,5.5,160,3264,0.04,13.02,1.25,13.21,98.56,12.5,14.3,11.1,13.5,13.8,8.9,1.58
2,6.7,165,3288,0.05,11.33,0.97,11.26,100.62,15.1,17.2,14.2,14.9,15.4,9.4,1.68
2,7,165,3312,0.04,13.62,1.36,14.21,95.85,15.1,18,15,17.1,16.7,10,1.83
2,6.9,165,3336,0.05,12.12,1.1,12.72,95.28,15.5,17.4,15.9,17.8,16.5,9.5,1.86
2,6.9,165,3360,0.04,12.92,1.28,13.58,95.14,15.1,17.5,14.9,16.9,15.7,9.7,1.87
2,6.9,165,3384,0.05,13.46,2.49,14.32,93.99,15.8,16.4,14.5,16.9,16,9.3,1.83
2,6.9,165,3408,0.04,13.48,1.33,14.23,94.73,15,16.3,13.9,17.1,16.1,9.5,1.81
2,6.9,165,3432,0.05,13.27,1.27,13.92,95.33,15.2,16.3,13.9,16.7,16.7,10,1.81
2,6.9,165,3456,0.04,13.34,1.38,14.11,94.54,15.4,17.5,15.2,17.1,17.2,9.8,1.84
2,6.9,165,3480,0.03,14.15,1.57,14.98,94.46,15.2,17.6,15.4,17.6,17.2,10,1.89
2,6.9,165,3504,0.02,12.68,1.17,13.29,95.41,15.2,16.9,14.4,17.9,16.9,10,1.82
2,6.9,165,3528,0.04,14.14,1.4,14.89,94.96,15.7,17,14.3,17.5,16.6,10.1,1.86
2,6.9,165,3552,0.04,13.27,1.31,13.97,94.99,15,17.1,14.5,17.7,16.8,10.4,1.92
2,6.9,165,3576,0.05,12.44,1.44,13.12,94.82,15.1,17.3,14.2,17.1,16.2,10.3,1.89
2,6.9,165,3600,0.05,12.09,1.25,12.61,95.88,14.7,16.7,14.2,16.4,16,10,1.86
2,6.9,165,3624,0.05,12.07,1.26,12.58,95.95,15.2,17,14.2,17.1,16.2,10.1,1.86
2,6.9,165,3648,0.05,12.33,1.28,12.96,95.14,14.6,16.7,14.4,16.6,15.5,10.4,1.84
2,6.9,165,3672,0.03,12.88,1.32,13.64,94.43,15.2,16.4,14,17.5,16,10.1,1.86
2,6.9,165,3696,0.03,12.8,1.23,13.36,95.81,14.9,17.5,14.8,17.9,16.9,10.6,1.83
2,6.9,165,3720,0.03,12.51,1.2,13.13,95.28,14.3,16.3,14,17.2,16.6,10.7,1.82
2,6.9,165,3744,0.03,14.02,1.44,14.94,93.84,14.7,17.1,14.7,16.7,16.8,10.6,1.88
2,6.9,165,3768,0.03,13.36,1.39,14.18,94.22,14.6,17,13.7,16.5,16.1,10.2,1.86
2,6.9,165,3792,0.01,12.7,1.28,13.5,94.07,14.3,16.8,14.1,17.2,16.3,10.4,1.86
2,6.9,165,3816,0.03,13.72,1.34,13.91,98.63,14.7,17.6,14.6,17.1,17.4,10.2,1.82
2,6.9,165,3840,0.02,12.86,1.32,13.5,95.26,14.1,16.6,13.6,17.1,16.5,10.2,1.89
2,6.9,165,3864,0.02,12.99,1.35,13.81,94.06,14.5,16.5,14.3,16.8,16.3,10.2,1.83
2,6.6,165,3888,0.03,11.59,1.13,12.08,95.94,13.8,15.6,13.4,16.8,15.6,10.4,1.79
2,6.6,165,3912,0.02,12.55,1.31,13.19,95.15,14.1,16.9,14.1,16.3,15.5,10.2,1.95
2,6.9,165,3936,0.03,12.21,1.19,12.76,95.69,14.5,17,13.1,16.7,16.1,10.3,2
2,6.9,165,3960,0.03,12.13,1.29,12.8,94.77,14.3,16.2,13.4,17.4,15.9,10.6,1.9
2,6.9,165,3984,0.02,12.3,1.15,12.91,95.27,14.7,15.9,13,16.3,16,10.5,1.92
2,6.6,165,4008,0.03,11.54,1.1,12.05,95.77,14,15.8,12.6,16.4,15.9,10.3,1.86
2,6.6,165,4032,0.03,12.37,1.17,12.8,96.64,14.2,15.6,12.8,16.2,16,10.3,1.89
2,6.6,165,4056,0.03,11.4,1.12,11.83,96.37,14.7,16.2,14.3,16.9,16.7,7.6,1.88
2,6.6,165,4080,0.02,12.42,1.27,13.06,95.10,15.4,16.9,13.6,16.7,16.8,8,1.94
2,6.6,165,4104,0.02,14.03,1.46,14.74,95.18,14.7,17.2,13.8,17.4,16.5,7.5,1.92
2,6.6,165,4128,0.02,12.79,1.26,13.47,94.95,14.5,17,14.5,17,16.7,7.5,1.9
2,6.6,165,4152,0.02,12.76,1.32,13.4,95.22,14.7,16,14.1,17.8,16.4,7.7,1.88
2,6.6,165,4176,0.02,13.02,1.33,13.52,96.30,14.7,16.8,14.6,17.2,16.7,7.7,1.85
2,6.6,165,4200,0.02,12.2,1.34,12.93,94.35,15,17,14.8,17.3,16.6,7.4,1.88
2,6.6,165,4224,0.04,11.72,1.15,11.43,102.54,15,17.2,14.7,17.5,16.5,7.3,1.85
2,6.6,165,4248,0.02,11.38,1.11,11.74,96.93,15.5,18,14.7,17.8,16.7,7.8,1.9
2,6.6,165,4272,0.03,10.96,1.04,11.27,97.25,15.2,16.7,14.3,16.7,15.9,7.7,1.9
2,6.6,165,4296,0.03,11.97,0.38,12.5,95.76,14.7,17.4,15.7,17.7,16.7,7.7,1.9
2,6.6,165,4320,0.03,11.79,1.18,12.24,96.32,14.8,17.4,14.6,18,16.3,7.9,1.93
2,6.6,165,4344,0.03,12.13,1.2,12.69,95.59,15.4,16.7,14.1,17.6,15.7,7.7,1.93
2,6.6,165,4368,0.04,12.46,1.3,12.67,98.34,15.1,16.8,14.7,16.5,15.7,7.3,1.9
2,6.6,165,4392,0.03,12.1,1.38,13.46,89.90,14.5,16.3,14.2,16.5,15.4,7.7,1.87
2,6.6,165,4416,0.03,11.96,1.5,12.44,96.14,15.4,16.4,14.3,16.3,15.4,7.7,1.93
2,6.6,165,4440,0.05,12.85,1.38,13.52,95.04,15.4,17.1,13.8,15.8,15.6,7.7,1.88
2,6.6,165,4464,0.03,13.39,1.36,14.1,94.96,14.4,16.7,14,16.5,15.2,7.8,1.8
2,6.6,165,4488,0.02,11.91,1.14,12.45,95.66,14.4,15.7,14.1,16.5,15.2,7.4,1.77
2,6.6,165,4512,0.02,13.07,1.33,14.45,90.45,14.7,16.7,14.2,17.3,15.6,8.1,1.8
2,6.6,165,4536,0.02,12.55,1.3,13.21,95.00,13.9,16.1,13.6,15.7,15.4,8.3,1.77
2,6.6,165,4560,0.02,12.76,1.24,13.46,94.80,14.8,16.9,14,17.6,15.4,8.1,1.74
2,6.6,165,4584,0.02,13.6,1.37,14.29,95.17,14.7,17.1,13.9,17.6,15.9,8.3,1.76
2,6.9,165,4608,0.02,14.15,1.5,15.02,94.21,14.5,16.3,15.2,17.6,16.2,8.5,1.79
2,6.9,165,4632,0.03,12.78,1.27,13.43,95.16,15,16.9,14.3,17.1,16.1,8.7,1.79
2,6.9,165,4656,0.03,12.09,1.13,12.72,95.05,15.6,16.9,14.6,17.3,16.3,8.7,1.84
2,6.9,165,4680,0.03,14.31,1.33,15,95.40,15.3,16.1,15.2,17.9,16.8,8.8,1.93
2,6.9,165,4704,0.03,13.72,1.4,14.51,94.56,15.8,17.8,15,17.6,16.6,8.6,1.91
2,6.9,165,4728,0.03,12.98,1.27,13.64,95.16,15.1,16.2,14.5,17.5,16.2,8.7,1.88
2,6.9,165,4752,0.01,13.88,1.36,14.68,94.55,15,16.3,14.6,17.4,16.5,8.6,1.92
2,6.9,165,4776,0.02,13.2,1.29,13.93,94.76,15.6,16.5,15,17.9,16.7,8.9,1.94
2,6.9,165,4800,0.03,12.22,1.15,12.78,95.62,15.4,16.6,14.8,17.8,16.9,8.8,1.9
2,6.9,165,4824,0.02,14,1.49,14.86,94.21,15.8,16.9,15.1,18,16.7,8.5,1.87
2,6.9,165,4848,0.03,13.48,1.4,14.29,94.33,15.3,17.6,15,17.7,16.7,8.7,1.88
2,6.9,165,4872,0.02,13.56,1.25,14.42,94.04,15.6,17.4,14.8,17.5,16.8,8.5,1.91
2,6.9,165,4896,0.02,13.99,1.48,14.86,94.15,15.1,16.6,15.6,17.1,16.9,8.3,1.89
2,6.9,165,4920,0.03,13.45,1.43,14.28,94.19,15.5,16.9,14.7,18,16.9,8.3,1.91
2,6.9,165,4944,0.02,13.1,1.32,14.41,90.91,15.7,18.7,16.2,17.7,17.5,8.4,1.95
2,6.9,165,4968,0.03,13.1,1.32,13.81,94.86,15.4,17.5,14.6,17.2,16.5,8.1,1.86
2,6.9,165,4992,0.07,12.51,1.18,12.98,96.38,16.1,17.4,14.6,17.4,16.6,8.5,1.99
2,6.9,165,5016,0.04,12.76,1.31,13.48,94.66,15.6,19.2,16,17.8,17.5,8.7,2.01
2,7.9,165,5040,0.03,14.25,1.32,15.09,94.43,16.1,20.4,18.4,20.3,18.6,9.8,2.03
2,7.9,165,5064,0.03,13.47,1.21,14.34,93.93,16.7,19.9,17.5,20.2,18.4,9.8,2.06
2,7.9,165,5088,0.03,13.64,1.18,14.42,94.59,16.6,19,17.7,19.6,18.7,9.6,2.15
2,7.9,165,5112,0.03,13.03,1.12,13.75,94.76,16.4,19.7,17.9,20,18.8,9.7,2.14
2,7.9,165,5136,0.02,13.25,1.12,13.98,94.78,15.1,19.2,15.4,18.8,17.5,8.7,2.26
2,6.9,165,5160,0.02,11.54,1.04,11.97,96.41,15.3,17.4,15.3,18.1,16.5,8.5,1.98
2,6.9,165,5184,0.04,11.32,1.12,11.72,96.59,15.4,16.9,14.6,17.4,16.6,8.3,2.01
2,6.9,165,5208,0.05,11.33,0.97,11.57,97.93,16,18.7,15.7,17.6,17.4,8.9,2.17
2,6.9,165,5232,0.05,10.71,0.9,11,97.36,16.3,17,15.3,17.3,16.9,8.6,2.26
2,6.9,165,5256,0.04,11.23,1.02,11.78,95.33,16.2,17.5,15.7,18.4,16.6,7.8,2.15
2,6.9,165,5280,0.04,12.03,1.1,12.54,95.93,16.8,17,16.5,16.5,16.4,7.4,2.03
2,6.9,165,5304,0.04,11.45,1.06,11.88,96.38,16.7,18.3,17.4,17,16.9,7.8,2.02
2,6.9,165,5328,0.04,11.92,1.06,12.41,96.05,16.2,16.6,15.5,16.9,16.1,7.5,2.01
2,6.9,165,5352,0.04,11.09,1.09,12.51,88.65,16.8,18.1,16.3,17.3,16.3,7.6,2.01
2,6.9,165,5376,0.04,12.89,1.2,13.46,95.77,16.1,17.6,16.4,18.5,16.9,7.7,1.91
2,6.9,165,5400,0.02,12.33,1.13,12.81,96.25,17.1,18,16.1,17.8,16.9,7.6,1.98
2,6.9,165,5424,0.04,10.58,0.88,10.81,97.87,16.7,17.8,16,17.5,16.2,7.7,1.94
2,6.9,165,5448,0.04,11.34,1.01,11.73,96.68,17.1,18.2,17.3,17.8,16.5,7.9,1.99
2,6.9,165,5472,0.04,11.45,1.05,11.86,96.54,17.2,18.5,17.1,18.4,16.7,7.9,2
2,6.9,165,5496,0.03,11.61,1,11.99,96.83,17.3,18,16.2,17.5,16.2,7.8,2
2,6.9,165,5520,0.02,11.5,0.99,11.82,97.29,17,17.2,16.7,17.9,16.4,7.6,2.02
2,6.9,165,5544,0.04,10.2,0.81,10.28,99.22,16.9,18,16.3,16.8,16.5,7.7,2.04
2,6.9,165,5568,0.02,10.99,0.96,11.25,97.69,16.8,16.6,15.7,17.7,16.1,7.8,2.04
2,6.9,165,5592,0.04,9.99,0.81,10.26,97.37,17.7,17.1,16,17.1,16.2,7.8,2
2,6.9,165,5616,0.03,10.98,0.3,11.34,96.83,16.6,17.1,15.9,17.1,15.8,7.8,2.05
2,6.9,165,5640,0.04,10.42,0.84,10.51,99.14,17,18.2,16.2,17.8,16.2,8,2.09
2,6.9,165,5664,0.04,11.44,1.02,11.81,96.87,17.7,17.8,17,18.6,16.2,7.9,2.1
2,6.9,165,5688,0.04,11.67,1.05,12.09,96.53,16.5,18,16.9,16.7,17,7.8,2.09
2,6.9,165,5712,0.03,11.86,1.07,12.31,96.34,17.6,18.2,16.5,19,17,8.1,2.11
2,6.9,165,5736,0.03,12.15,1.08,12.61,96.35,15.7,15.6,15,16.2,16.2,7.7,2.1
2,6.9,165,5760,0.03,11.16,0.17,11.46,97.38,16.6,15.5,14.4,15.8,16.8,8,2.1
2,6.9,165,5784,0.03,10.64,0.9,10.88,97.79,15.6,16.4,13.9,15.8,16.9,7.9,2.13
2,6.9,165,5808,0.02,11.9,1.07,12.3,96.75,15.4,16.5,14.7,17,17.2,7.9,2.15
2,6.9,165,5832,0.02,11.3,1.04,11.79,95.84,16,15.9,14.4,16.2,16.7,8,2.1
2,6.9,165,5856,0.03,13.04,1.22,13.62,95.74,15.6,15.6,15.3,16.2,17.1,7.6,2.15
2,6.9,165,5880,0.03,11.86,1.07,12.26,96.74,15.7,16.3,14.5,16.8,17.7,7.9,2.17
2,6.9,165,5904,0.03,11.17,0.98,11.52,96.96,15.6,16.4,15,16.5,17.2,8,2.16
2,6.9,165,5928,0.03,11.53,1.02,11.95,96.49,16.7,17.1,15,17.2,17.6,7.6,2.14
2,6.9,165,5952,0.02,11.18,0.93,11.44,97.73,15.7,16.2,14.7,16.3,17.3,7.9,2.13
2,6.9,165,5976,0.02,12.34,1.13,12.85,96.03,16.4,16.3,14.6,16.5,17.4,7.7,2.11
2,6.9,165,6000,0.03,13.13,1.16,13.62,96.40,15,16,14.2,16.3,17.5,7.8,2.14
2,6.9,165,6024,0.02,11.9,0.94,12.43,95.74,15.8,15.6,14.5,16.1,16.9,8,2.13
2,6.9,165,6048,0.03,12.43,0.99,12.8,97.11,15.8,16,14,15.9,16.3,7.9,2.1
2,6.9,165,6072,0.03,11.13,0.92,11.5,96.78,16,16.4,14.8,16.8,16.7,7.9,2.09
2,6.8,165,6096,0.02,10.4,0.83,10.63,97.84,15.4,16.2,14,15.5,16.6,8,2.13
2,6.8,165,6120,0.02,12.4,1.15,15.96,77.69,17,18.6,16.3,18.4,17,8.2,2.12
2,6.8,165,6144,0.02,12.71,1.16,13.23,96.07,17.9,17.5,16,17.7,17,7.9,2.11
2,6.8,165,6168,0.02,11.3,1.04,11.72,96.42,18.3,18.6,16.7,17.1,17.3,7.8,2.08
2,6.8,165,6192,0.02,12.7,1.16,13.23,95.99,18,18.3,17.1,17.2,17.3,8.2,2.12
2,6.8,165,6216,0.02,12.9,1.06,13.55,95.20,17.1,18,16.8,17,16.8,7.9,2.06
2,6.8,165,6240,0.02,13.28,1.2,13.91,95.47,18.2,19,17.1,17.3,16.9,7.9,2.13
2,6.8,165,6264,0.02,12.09,1.11,12.58,96.10,17.8,18.8,16.2,17.1,17.2,8.1,2.11
2,6.8,165,6288,0.02,13.54,1.15,14.12,95.89,17.5,19,16.4,17.6,17.3,7.8,2.14
2,6.8,168,6312,0.02,11.3,0.95,11.87,95.20,16,15.2,13.5,14.8,16.5,8,2.17
2,6.8,168,6336,0.02,11.68,1.05,12.12,96.37,15.8,14.7,14.1,15.7,16.5,8.1,2.19
2,6.8,168,6360,0.02,12.38,1.18,12.89,96.04,16.2,15.2,14,15.8,16.5,8.1,2.21
2,6.8,168,6384,0.02,12.19,1.09,12.85,94.86,15.9,15.8,14.2,16,16.3,8,2.22
2,6.8,168,6408,0.02,12.4,1.06,13,95.38,16,14.2,13.4,15.1,16.3,8,2.2
2,6.8,168,6432,0.04,11.3,1.03,11.67,96.83,15.8,17.1,14.5,16.4,17.4,8.1,2.24
2,6.8,168,6456,0.03,12.22,1.15,12.72,96.07,16,16.8,16.8,16,17,8.1,2.23
2,6.8,168,6480,0.03,11.9,1.09,12.49,95.28,15.3,14.6,13.2,15.1,16.2,7.8,2.16
2,6.8,168,6504,0.03,11.74,0.96,12.05,97.43,16.4,15.5,13.4,15.2,16.5,8.2,2.25
2,6.8,168,6528,0.03,12.13,1.11,12.74,95.21,15.6,15.1,12.9,15.6,16.4,8,2.22
2,6.8,168,6552,0.03,11.26,1,11.7,96.24,16.4,16.4,14.7,15.5,16.7,8.2,2.25
2,6.8,168,6576,0.02,12.5,1.05,13.05,95.79,16.3,16.9,14.1,16.4,17.3,8,2.28
2,6.8,168,6600,0.02,12.5,1.06,13.28,94.13,15.8,14.6,13.1,15.2,16.8,8,2.23
2,6.8,168,6624,0.02,13.86,1.35,14.6,94.93,15.8,14.9,13.6,15.5,16.6,8,2.18
2,6.8,168,6648,0.02,14.04,1.4,14.88,94.35,15.4,15.8,13.3,16.1,16.4,7.9,2.19
2,6.8,168,6672,0.02,13.36,1.24,16.08,83.08,15.6,18.3,14,17.1,18,8.4,2.29
2,6.8,168,6696,0.02,13.02,1.19,13.69,95.11,15.9,15.8,13.7,17.3,16.7,8.3,2.27
2,6.8,168,6720,0.02,12.35,1.1,12.86,96.03,15.5,15.3,13.3,15.8,15.9,8,2.18
2,6.8,168,6744,0.04,11.89,1.03,12.4,95.89,15.4,14.7,14,15.3,15.8,7.7,2.2
2,6.8,168,6768,0.04,13.76,1.35,14.51,94.83,15.5,15.7,13.7,16,16.6,8.1,2.23
2,6.8,168,6792,0.02,14.22,1.36,15.19,93.61,15.2,14.5,13.6,15.5,15.8,8.1,2.21
2,7.1,168,6816,0.02,14.16,1.37,14.95,94.72,15.7,15.6,14.1,17.3,17.6,8,2.28
2,7.1,168,6840,0.03,12.54,1.15,13.13,95.51,15.7,15.7,14.2,17.7,17.9,8,2.27
2,7.1,168,6864,0.02,12.96,1.2,13.58,95.43,15.2,16.2,15,18.2,17.5,8.2,2.29
2,7.1,168,6888,0.02,14.76,1.46,15.12,97.62,16,15.6,14.4,17.4,17.4,8.8,2.27
2,7.1,168,6912,0.02,12.12,1.04,12.61,96.11,15.7,15.9,15,18,17.9,9.5,2.31
2,7.1,168,6936,0.02,13.05,1.22,13.69,95.33,15.5,16.2,15,17,17.6,9.7,2.31
2,7.1,168,6960,0.01,13.5,1.24,14.21,95.00,15,15.6,14.5,17.3,17.9,9.7,2.34
2,7.1,168,6984,0.01,13.59,1.25,13.98,97.21,16,15.1,14.7,17.8,18.3,8.6,2.32
